timestamp,open,high,low,close
2024-03-01 00:00:00,1.0,1.000558,0.999977,1.000319
2024-03-01 00:05:00,1.000349,1.000349,0.999746,0.999935
2024-03-01 00:10:00,0.999931,0.99996,0.999491,0.999666
2024-03-01 00:15:00,0.999695,0.999695,0.999191,0.9993
2024-03-01 00:20:00,0.999203,0.999231,0.998515,0.998897
2024-03-01 00:25:00,0.99884,0.999253,0.998734,0.998836
2024-03-01 00:30:00,0.998887,0.999093,0.998685,0.998911
2024-03-01 00:35:00,0.998997,0.99931,0.998819,0.999285
2024-03-01 00:40:00,0.999325,0.999579,0.998753,0.998827
2024-03-01 00:45:00,0.998844,0.99936,0.998844,0.99936
2024-03-01 00:50:00,0.999318,0.999823,0.999295,0.999823
2024-03-01 00:55:00,0.999775,0.999775,0.999091,0.999257
2024-03-01 01:00:00,0.999122,0.999372,0.99886,0.999215
2024-03-01 01:05:00,0.999391,0.999672,0.999217,0.999672
2024-03-01 01:10:00,0.999664,0.999905,0.999294,0.999667
2024-03-01 01:15:00,0.999748,1.000023,0.999383,0.999514
2024-03-01 01:20:00,0.999484,0.999484,0.998828,0.998828
2024-03-01 01:25:00,0.998889,0.999192,0.998779,0.999192
2024-03-01 01:30:00,0.999288,0.999625,0.999201,0.999332
2024-03-01 01:35:00,0.99933,0.9998,0.999199,0.999729
2024-03-01 01:40:00,0.999647,0.99982,0.999184,0.999514
2024-03-01 01:45:00,0.999487,0.999864,0.999241,0.999751
2024-03-01 01:50:00,0.999765,0.999797,0.999332,0.999449
2024-03-01 01:55:00,0.999411,1.000329,0.999411,1.000151
2024-03-01 02:00:00,1.000293,1.000293,0.999798,0.999814
2024-03-01 02:05:00,0.999823,0.99995,0.999397,0.999567
2024-03-01 02:10:00,0.999496,0.999773,0.999291,0.999401
2024-03-01 02:15:00,0.999382,0.999776,0.999086,0.999741
2024-03-01 02:20:00,0.999729,0.999814,0.999331,0.99979
2024-03-01 02:25:00,0.999725,1.000012,0.999061,0.999199
2024-03-01 02:30:00,0.998994,0.999478,0.998945,0.999478
2024-03-01 02:35:00,0.999509,0.999509,0.998289,0.998289
2024-03-01 02:40:00,0.998226,0.99839,0.997402,0.99742
2024-03-01 02:45:00,0.997478,0.997478,0.996705,0.996724
2024-03-01 02:50:00,0.996714,0.997395,0.996557,0.997032
2024-03-01 02:55:00,0.996985,0.997688,0.996985,0.99747
2024-03-01 03:00:00,0.997457,0.997596,0.99716,0.997394
2024-03-01 03:05:00,0.997505,0.99804,0.997112,0.997112
2024-03-01 03:10:00,0.997153,0.997306,0.996619,0.996833
2024-03-01 03:15:00,0.996931,0.997014,0.996515,0.996539
2024-03-01 03:20:00,0.996324,0.996699,0.996186,0.996363
2024-03-01 03:25:00,0.996375,0.996505,0.996038,0.996352
2024-03-01 03:30:00,0.996324,0.996587,0.995898,0.995898
2024-03-01 03:35:00,0.995867,0.996358,0.995592,0.996145
2024-03-01 03:40:00,0.996088,0.996948,0.996084,0.996815
2024-03-01 03:45:00,0.996777,0.99695,0.996551,0.996786
2024-03-01 03:50:00,0.99681,0.997534,0.996573,0.997534
2024-03-01 03:55:00,0.997534,0.997958,0.997496,0.997833
2024-03-01 04:00:00,0.99768,0.997917,0.997596,0.997722
2024-03-01 04:05:00,0.99761,0.997798,0.997336,0.997733
2024-03-01 04:10:00,0.997705,0.998116,0.997705,0.997911
2024-03-01 04:15:00,0.997875,0.99821,0.99771,0.997918
2024-03-01 04:20:00,0.998062,0.998654,0.998014,0.998227
2024-03-01 04:25:00,0.998234,0.998491,0.998079,0.9984
2024-03-01 04:30:00,0.998433,0.999587,0.998433,0.999508
2024-03-01 04:35:00,0.999442,0.999929,0.999343,0.99952
2024-03-01 04:40:00,0.999365,0.999616,0.999261,0.999261
2024-03-01 04:45:00,0.999071,0.999541,0.998863,0.999456
2024-03-01 04:50:00,0.999469,0.999773,0.999333,0.999582
2024-03-01 04:55:00,0.999552,1.000414,0.999552,1.000356
2024-03-01 05:00:00,1.000196,1.000261,0.999688,0.999824
2024-03-01 05:05:00,0.999795,0.999966,0.999408,0.999458
2024-03-01 05:10:00,0.99945,0.999709,0.999387,0.999387
2024-03-01 05:15:00,0.999461,1.000473,0.999461,1.000473
2024-03-01 05:20:00,1.000464,1.000649,0.99974,1.000007
2024-03-01 05:25:00,1.00008,1.00008,0.999454,0.999567
2024-03-01 05:30:00,0.999572,0.999739,0.998978,0.999035
2024-03-01 05:35:00,0.998966,0.999121,0.998725,0.999081
2024-03-01 05:40:00,0.998769,0.999028,0.998442,0.998757
2024-03-01 05:45:00,0.998748,0.999552,0.998748,0.999506
2024-03-01 05:50:00,0.999359,0.999788,0.999198,0.999788
2024-03-01 05:55:00,0.999773,1.001138,0.999599,1.001138
2024-03-01 06:00:00,1.001089,1.00149,1.001089,1.001257
2024-03-01 06:05:00,1.001247,1.001571,1.001128,1.00151
2024-03-01 06:10:00,1.001566,1.002199,1.001481,1.001889
2024-03-01 06:15:00,1.001845,1.002283,1.001827,1.002283
2024-03-01 06:20:00,1.002396,1.002865,1.002316,1.002709
2024-03-01 06:25:00,1.002709,1.003108,1.002415,1.002671
2024-03-01 06:30:00,1.002699,1.0031,1.002558,1.003043
2024-03-01 06:35:00,1.002995,1.003779,1.002995,1.003482
2024-03-01 06:40:00,1.003577,1.003577,1.00275,1.002774
2024-03-01 06:45:00,1.002764,1.002784,1.002263,1.002305
2024-03-01 06:50:00,1.002277,1.002507,1.002008,1.002385
2024-03-01 06:55:00,1.002448,1.002886,1.002448,1.002648
2024-03-01 07:00:00,1.002739,1.003032,1.002687,1.002986
2024-03-01 07:05:00,1.002991,1.003488,1.002676,1.003431
2024-03-01 07:10:00,1.003481,1.003515,1.003165,1.003515
2024-03-01 07:15:00,1.003525,1.003576,1.00273,1.003122
2024-03-01 07:20:00,1.003106,1.003337,1.002876,1.002941
2024-03-01 07:25:00,1.003042,1.003121,1.002521,1.002638
2024-03-01 07:30:00,1.002721,1.002941,1.00219,1.002379
2024-03-01 07:35:00,1.002575,1.002695,1.001873,1.001873
2024-03-01 07:40:00,1.001859,1.001859,1.001248,1.00151
2024-03-01 07:45:00,1.001548,1.002301,1.001477,1.0022
2024-03-01 07:50:00,1.002246,1.002271,1.001089,1.001193
2024-03-01 07:55:00,1.001124,1.001402,1.000929,1.001097
2024-03-01 08:00:00,1.001247,1.001517,1.000648,1.000648
2024-03-01 08:05:00,1.000613,1.000801,1.000024,1.000103
2024-03-01 08:10:00,1.000085,1.00109,1.000085,1.00109
2024-03-01 08:15:00,1.001133,1.001299,1.00079,1.001265
2024-03-01 08:20:00,1.001174,1.001759,1.001015,1.001596
2024-03-01 08:25:00,1.0015,1.002225,1.001242,1.002042
2024-03-01 08:30:00,1.001961,1.002351,1.001919,1.001919
2024-03-01 08:35:00,1.00192,1.001934,1.001148,1.001148
2024-03-01 08:40:00,1.001104,1.001532,1.000948,1.000948
2024-03-01 08:45:00,1.001028,1.001202,1.000423,1.000833
2024-03-01 08:50:00,1.00082,1.001083,1.000728,1.001018
2024-03-01 08:55:00,1.001093,1.001124,1.000165,1.000363
2024-03-01 09:00:00,1.000348,1.00064,1.000136,1.00064
2024-03-01 09:05:00,1.000545,1.000889,1.000498,1.000889
2024-03-01 09:10:00,1.000856,1.000937,1.000552,1.000596
2024-03-01 09:15:00,1.000639,1.000806,1.000389,1.000618
2024-03-01 09:20:00,1.000593,1.000772,0.999907,0.999951
2024-03-01 09:25:00,1.000072,1.000526,0.999885,1.000341
2024-03-01 09:30:00,1.000381,1.000695,0.999977,1.000695
2024-03-01 09:35:00,1.000765,1.000765,1.000308,1.000357
2024-03-01 09:40:00,1.000369,1.00071,1.000062,1.00071
2024-03-01 09:45:00,1.000702,1.002028,1.000702,1.001922
2024-03-01 09:50:00,1.002001,1.002435,1.002001,1.002381
2024-03-01 09:55:00,1.002435,1.003215,1.002265,1.003215
2024-03-01 10:00:00,1.003365,1.00346,1.0025,1.002661
2024-03-01 10:05:00,1.002852,1.003858,1.002759,1.003754
2024-03-01 10:10:00,1.003846,1.004194,1.003603,1.004172
2024-03-01 10:15:00,1.004109,1.004309,1.00403,1.004099
2024-03-01 10:20:00,1.004066,1.004405,1.003795,1.004395
2024-03-01 10:25:00,1.004413,1.004571,1.004116,1.004275
2024-03-01 10:30:00,1.00429,1.004429,1.004053,1.004053
2024-03-01 10:35:00,1.003961,1.003961,1.003028,1.003184
2024-03-01 10:40:00,1.003215,1.003497,1.003081,1.003237
2024-03-01 10:45:00,1.003261,1.003417,1.002683,1.002731
2024-03-01 10:50:00,1.002788,1.002788,1.002235,1.00241
2024-03-01 10:55:00,1.002275,1.002479,1.001982,1.00245
2024-03-01 11:00:00,1.002534,1.002544,1.001955,1.002319
2024-03-01 11:05:00,1.002397,1.003098,1.002389,1.002795
2024-03-01 11:10:00,1.002898,1.003058,1.002593,1.00304
2024-03-01 11:15:00,1.003174,1.003476,1.002875,1.003234
2024-03-01 11:20:00,1.003258,1.00334,1.00276,1.003111
2024-03-01 11:25:00,1.003108,1.004443,1.003074,1.004157
2024-03-01 11:30:00,1.004228,1.004875,1.004228,1.004841
2024-03-01 11:35:00,1.004778,1.005029,1.004609,1.004757
2024-03-01 11:40:00,1.004806,1.005182,1.00468,1.004964
2024-03-01 11:45:00,1.004951,1.005073,1.004195,1.004591
2024-03-01 11:50:00,1.004642,1.005083,1.00461,1.004803
2024-03-01 11:55:00,1.004597,1.004882,1.004391,1.004603
