timestamp,open,high,low,close
2024-03-01 00:00:00,1.0,1.000066,0.999155,0.999171
2024-03-01 00:05:00,0.999072,0.999364,0.998982,0.999364
2024-03-01 00:10:00,0.999411,0.999411,0.998974,0.999075
2024-03-01 00:15:00,0.999054,0.999081,0.998763,0.998976
2024-03-01 00:20:00,0.999108,0.999153,0.998609,0.998609
2024-03-01 00:25:00,0.998606,0.998765,0.998421,0.998458
2024-03-01 00:30:00,0.998538,0.998538,0.998154,0.998347
2024-03-01 00:35:00,0.998472,0.998917,0.998472,0.998506
2024-03-01 00:40:00,0.998475,0.998788,0.998323,0.998535
2024-03-01 00:45:00,0.99857,0.998949,0.998419,0.998892
2024-03-01 00:50:00,0.998796,0.999101,0.998721,0.999101
2024-03-01 00:55:00,0.99913,0.99921,0.998875,0.998895
2024-03-01 01:00:00,0.998861,0.998989,0.998591,0.998697
2024-03-01 01:05:00,0.998686,0.998871,0.998289,0.998311
2024-03-01 01:10:00,0.998141,0.998348,0.997813,0.998231
2024-03-01 01:15:00,0.998316,0.998883,0.998067,0.998883
2024-03-01 01:20:00,0.999016,0.999567,0.999016,0.999141
2024-03-01 01:25:00,0.999064,0.999398,0.998781,0.999209
2024-03-01 01:30:00,0.99917,0.999802,0.998796,0.998803
2024-03-01 01:35:00,0.998803,0.999134,0.998667,0.998879
2024-03-01 01:40:00,0.99895,0.999842,0.998803,0.999576
2024-03-01 01:45:00,0.999629,1.000355,0.999629,1.00011
2024-03-01 01:50:00,1.000085,1.000085,0.999248,0.999248
2024-03-01 01:55:00,0.999367,0.999496,0.998902,0.999157
2024-03-01 02:00:00,0.999049,0.999612,0.999049,0.999216
2024-03-01 02:05:00,0.999288,1.000001,0.999288,0.99967
2024-03-01 02:10:00,0.999655,0.99974,0.999261,0.999286
2024-03-01 02:15:00,0.999247,0.999483,0.999093,0.99914
2024-03-01 02:20:00,0.999152,0.999233,0.998658,0.999233
2024-03-01 02:25:00,0.999223,0.999432,0.998935,0.999102
2024-03-01 02:30:00,0.999112,0.999393,0.998947,0.998947
2024-03-01 02:35:00,0.998986,0.999134,0.998559,0.99865
2024-03-01 02:40:00,0.998652,0.998809,0.998498,0.998809
2024-03-01 02:45:00,0.998797,0.999901,0.998797,0.999901
2024-03-01 02:50:00,0.999986,1.000313,0.999677,1.000313
2024-03-01 02:55:00,1.000404,1.000738,1.000295,1.000668
2024-03-01 03:00:00,1.000718,1.000718,1.000066,1.000505
2024-03-01 03:05:00,1.000421,1.00071,1.000243,1.000632
2024-03-01 03:10:00,1.000621,1.000621,0.999588,0.999692
2024-03-01 03:15:00,0.999596,0.999596,0.99929,0.99944
2024-03-01 03:20:00,0.999449,0.999575,0.99892,0.9992
2024-03-01 03:25:00,0.999297,0.999529,0.998454,0.998614
2024-03-01 03:30:00,0.99864,0.999198,0.998586,0.998793
2024-03-01 03:35:00,0.998854,0.998971,0.998531,0.998801
2024-03-01 03:40:00,0.998923,0.999137,0.998613,0.998625
2024-03-01 03:45:00,0.998495,0.998628,0.998158,0.998628
2024-03-01 03:50:00,0.998575,0.998748,0.998415,0.998621
2024-03-01 03:55:00,0.998704,0.998879,0.998439,0.998527
2024-03-01 04:00:00,0.99856,0.998702,0.998217,0.998343
2024-03-01 04:05:00,0.998379,0.999329,0.998379,0.999214
2024-03-01 04:10:00,0.999251,1.000143,0.999176,1.000143
2024-03-01 04:15:00,1.000206,1.000667,0.999835,0.999835
2024-03-01 04:20:00,0.999863,1.00031,0.999644,1.000218
2024-03-01 04:25:00,1.000315,1.000315,0.999706,0.999706
2024-03-01 04:30:00,0.999615,0.999899,0.999338,0.999388
2024-03-01 04:35:00,0.999366,0.999574,0.998918,0.998987
2024-03-01 04:40:00,0.999159,0.999423,0.998792,0.999162
2024-03-01 04:45:00,0.999088,0.999597,0.999058,0.999459
2024-03-01 04:50:00,0.999573,1.00048,0.999472,1.00004
2024-03-01 04:55:00,1.000117,1.000509,1.000038,1.000346
2024-03-01 05:00:00,1.000405,1.000409,0.999482,0.99951
2024-03-01 05:05:00,0.999604,0.999604,0.998439,0.998823
2024-03-01 05:10:00,0.998745,0.998824,0.998553,0.998622
2024-03-01 05:15:00,0.998603,0.999193,0.998603,0.999182
2024-03-01 05:20:00,0.999373,0.999812,0.999312,0.999768
2024-03-01 05:25:00,0.999904,1.000132,0.999602,0.999863
2024-03-01 05:30:00,0.999752,0.999867,0.999194,0.999542
2024-03-01 05:35:00,0.999472,0.999649,0.999213,0.999649
2024-03-01 05:40:00,0.999707,1.000099,0.999707,1.000099
2024-03-01 05:45:00,1.000193,1.000293,0.999698,0.999777
2024-03-01 05:50:00,0.999806,1.000258,0.9996,0.999665
2024-03-01 05:55:00,0.999571,0.999706,0.998789,0.999003
2024-03-01 06:00:00,0.99892,0.999835,0.99892,0.999513
